0,1,2,3,4
3.200991888131659,1.8770730006925724,2.4723916528433367,2.7802581124947645,0.31972885577612514
5.014885015880678,4.442664091430759,3.493301664249394,4.307565634677972,3.695447632502867
1.13071854971659,0.5503633441900174,0.697143974078819,0.8914665657030021,-0.16198381133728904
3.1635549659715396,2.942590418977163,3.0601101296903037,3.283307388003777,2.24828800018318
2.8656185238160674,2.447357876287764,2.2360123424047567,2.672126551525945,1.8338419329713467
0.24218252368642368,-0.3451889923486584,0.32639286819541846,-0.05768183480416633,-0.24202852413330445
2.8269855501877528,2.591368946575801,2.550201985882567,2.7552983669317945,2.1115928872241283
3.9126300394082807,2.696507185392787,3.799569614406037,4.864623914572444,1.6555400139857797
2.9849895089877867,2.650254836024767,2.595995372329549,2.3387855418887247,1.3625643408710906
2.3703076651525685,3.194965997560912,4.643203390626505,3.85096862401888,1.0742713952516798
-0.5479501908506159,-0.42099561734753865,-1.656758790474385,-0.5758089210487882,-2.1009516575412404
1.2854248485487259,3.0058832651736287,4.012887632735709,4.091253333219554,1.1584757312455012
8.965997521054971,12.803504148086624,6.407974057858251,9.011238244635479,6.565041861915818
7.715951666503602,6.904644077059564,5.871034049503541,2.8052311690549887,5.827505975645838
7.697701675293118,7.269988243098052,5.8031345157193215,4.735351167997692,5.999518916763263
0.41447475797931055,0.847830915933443,0.8466572226182738,1.5145977207205645,-0.5014646030977769
-0.36905094798707233,-0.3276880623771962,-0.3399287348655638,-0.41488514239389407,-0.5594051890519339
4.698563552499979,9.566374888125543,6.7570103393313365,7.105735779710068,3.9655536067564086
-0.2969926403897444,-0.5306506262413149,-0.38521858258482033,-0.2655521786479341,-0.9831947557501798
1.7381885887801816,2.2854388480644845,1.9553480756839734,3.243614743230874,0.6498306041444708
2.136337620614097,2.5774369263238235,1.5673574134038506,2.894148021000188,0.6987772934575074
1.7714916570233283,1.6709029088655267,1.5824680548767656,1.6885895852172499,1.4628595356412954
3.2037536492282648,2.8269461343336575,2.7270424222222287,3.1189810546063526,2.1178208274998287
0.0885955848765585,0.28460878705447756,0.2309194803542135,1.00167157244484,-0.5564394329047144
4.258474974027921,2.0762071915270335,4.648380479215593,3.8870865856661587,2.4659881130348262
2.2119671224667496,2.3393831542169705,1.7665540107855944,3.0266262270530104,0.03349055634544451
1.0851660716909286,2.1867902593228816,1.5161932231553865,0.8719031298559475,0.32507640388167425
-0.2420628944272154,-1.1210695010681473,-0.25074622968857563,-0.36465453863915487,-0.825690762079236
-0.45725155785262905,-0.7554385159314972,-0.7307424352006724,-0.6432009669602071,-1.1540514986415924
3.21746066279288,2.3265696256654618,2.804993269830958,2.881814586653575,-0.5189655135624137
-0.030405100755398345,0.35821999159122947,0.26916756936634045,0.8827805999864498,-0.8324889805681523
2.2191646625112997,1.8379689925661091,1.9822645436680593,1.8426997430614347,1.6506859517357637
2.319646968894724,2.074795803602256,2.582531973846858,2.503724994243604,1.137009705845423
3.790139709432245,1.5901140142686618,3.3082041343992654,4.06353061309354,0.9223714981802609
3.2741896185416928,2.860912342049253,3.088467737201162,2.8125779195077447,2.3033021686797137
4.864106674459273,4.472265150731664,3.914658211483281,2.2519197891959504,3.5445599331118913
4.665260349476289,3.228971397178229,5.054989119247253,4.798554220008845,3.0954523917688195
3.62522603316311,3.840165850574759,3.6666589841363137,2.9795751946602183,2.926697838760638
3.882365783528629,3.9328134399117847,3.4190587153134486,3.5007301160641764,2.9159251470052636
3.1643007329880124,3.4382570955616467,2.969467724135111,3.5577696841542634,1.917630077153315
8.999661846774785,12.5287877917887,6.414867443910669,9.157611644406693,6.663191049349383
-0.5408150280284236,-0.08911321831930996,-0.6859140920906361,-0.16090847014516213,-0.8587982701436224
0.6469063320164155,1.520908037349012,0.9158521254027362,0.2828343314563694,-0.30523254095778607
3.993137071163044,5.719067162507416,3.248069335456651,5.300607329701476,2.937238181808652
3.8258881650376617,3.5549865937258924,2.951525796577596,3.458178067442991,1.6901301686640877
6.280198707794695,9.213838236340539,6.383497297720831,8.853255528965772,5.836907998634956
6.382557856957323,5.8228917384222685,4.310256302121454,5.190788329415096,5.074545857353876
2.6014952755682668,1.333538360974024,0.7517223974656351,2.257368062854084,-0.614896057578636
2.971516407627707,2.82067791411603,3.17093830124419,3.540872566775021,2.0663559835058107
4.864142062223035,4.721362811776196,2.5845929044686207,4.093761452117241,3.4659048431041066
1.759353898932273,2.1012567989692816,2.493056983015419,2.371082724880808,-0.06949767303659748
2.839446186058982,3.457525190668038,2.2858588145418417,2.443174318416106,0.8236786416505847
3.1139146908442643,9.317149131423317,5.671445294508236,6.189599376161155,3.3765582954996147
3.3624389433311013,4.626549266260176,2.1512600202069097,3.2230745417221556,1.759518039411331
1.174184142991908,1.948091788001819,1.525043789862159,2.943629969824419,0.04946851144576375
-0.016987401118031986,0.08538467151809559,0.15611490125395722,-0.46690331723445194,-0.6101743506920857
1.5570468813294551,2.307610417506025,1.8604444021988582,2.561263209806154,0.9038489340475724
4.554529419462948,9.760544545485185,6.742869033182947,7.100859411885247,4.252316180317994
5.1122288122145,5.888696063073397,4.439847904603262,4.415039223391831,3.8767849736927538
1.1535573237536665,1.6574517493248242,1.6139184569484517,1.1633837240152791,0.5559035557174781
6.8873345067476635,6.994984425908669,6.882908754526286,4.247310928984852,5.621593738300758
2.5902038921196358,2.3257721188876648,2.252880625633779,1.7546765366508923,1.6336976404496706
2.738088312336296,2.7756114115178665,2.0109075313503384,2.7701736193066058,1.0097776067659123
0.8803139723804072,1.2762963545938355,1.1779257620479864,1.8004095563900047,0.014318042351468052
6.367587531002997,6.617193706389051,4.600637202893546,4.3357989272065165,4.716361013013222
1.0385456694227593,0.8026141586789959,0.9370101666383841,0.9937970405589256,0.28644515326515974
2.123211508587665,1.0745474810244806,1.3241166369802588,1.6947985155836356,-0.30683469926570994
2.120641024707903,1.437761726058655,1.4217974268556806,1.9876483807854688,-0.06653078097552195
7.939928219232817,6.160067630631653,8.721430385889521,6.287729755311327,4.912309544534412
1.7205847829900578,1.7721147999357265,1.2556783506248466,1.447674412964565,0.5307261237529809
9.231668612833648,13.727265982256235,6.567631586489696,9.193508984811487,7.151956938586496
2.637791409440209,2.2579529025191047,2.1482561504592037,2.041437171314865,1.6930914709028881
3.8514544206948007,4.217750087522973,3.0016469114260027,2.8955618660909845,2.910534789253742
3.487888700736292,4.193645817227971,2.8612441359926395,2.9802417466925055,1.950984902697832
3.76579315540616,5.043010666180134,3.1131964256951585,4.24452048473626,2.5299209954853095
4.553336413145307,4.778003700089199,5.3821236008782,5.076223105940047,3.38042729521708
1.0793297111954965,1.701443692630971,1.085538849821918,1.2071202757821475,0.4671005381376069
3.182598204475163,2.282055474216924,2.571069398687322,2.726780509325934,1.3255277946096176
2.17322807190574,1.9834483030833931,2.0072694745688575,2.075224203140241,1.9310931478858537
-0.10623914423767827,-0.24073074425595836,-0.014750798764972484,0.6370126177442619,-0.8222567190784165
1.3143839179905465,1.1527143955684704,0.9876952146432445,1.0854909799378074,0.48981417192791976
6.093207087681897,5.1936110991821645,3.7859210109594197,4.248596400474371,4.641377302137553
3.319183959401344,8.437568265550851,5.517979579062529,6.490369102631865,3.370711635146078
7.341549549715223,7.9928709945999366,7.551867456943377,5.316115474273689,6.286058947520003
0.2864720730596515,0.5800101900916892,0.2816554862073083,0.4799548849391255,-0.3391530009806417
3.0558590006462056,8.405734636059229,5.51129819266036,6.350473794042246,3.1526132142508208
3.587803991783504,9.306400595384712,5.903662684032611,6.623182820400126,3.619933710238299
4.195779755812373,3.6017999247054786,2.809295061297018,3.657721206649178,2.930649566779457
6.0574047099944295,5.27431022884368,4.789193055435757,3.713404931120936,4.346083605922934
2.621627039864117,2.911405841526404,2.3084521888204135,2.895577025492428,1.3811343234934261
-2.3086178278883445,-2.289898291904534,-2.48737603451651,-2.2895489845650085,-2.5651540977106198
0.5666184892878172,1.0001757869607606,0.4891313152159174,0.6968192277719236,-0.19410328920123365
3.657184687557338,3.6307719929201543,4.0079311503047625,4.518384773640694,2.186673397567862
2.6871646028338496,2.8214197980245195,3.059170085134554,3.0025708066316805,1.528662092721826
1.9210563168845605,1.7174061553383764,1.5427876369783513,1.5892738816112009,0.8825273378991426
2.4624708894639022,1.3268030718308057,1.3378696853905159,1.9808164053268231,0.027704592368642866
4.5645068253779915,4.275885753157086,3.6098517756872717,3.9922668869110804,2.2198131503735583
3.3324854444237024,2.649662347511878,2.9857325494646085,2.995576517433744,-0.029667185921766426
3.449493825648336,3.166150132230044,3.533447598022624,3.2536998763250304,0.15282336075235237
2.458138704655532,1.9605140412033768,2.599338942829812,2.680775734265288,1.3507869336317917
2.7430199757339384,2.4318336473399786,2.4667344170806578,2.1916110351513836,2.103858644586932
1.3326063632053964,1.2056525508816427,1.2143467957205252,2.380481948332479,0.17991201684932734
9.284167983775049,10.335595436271946,6.25363836966636,6.276108229994011,7.216642052758664
1.2739042078404283,2.3673194521579624,4.098672398483255,3.978422639884342,1.0867707502987751
10.615659059952428,15.807412407001593,8.313225962027957,9.38016933895431,8.37041307846205
1.583406980744937,2.3252067168422297,1.2299644517875215,2.6518778384314623,0.21154292297041621
3.0933454299204373,1.7018558557791776,2.6106908685655927,2.331151575078145,-0.052270884025503006
3.486194676091607,3.494702205073155,2.6312345573668683,3.388355634770766,1.5331478384107986
7.881407995534268,7.984025608579025,5.8033422443165055,5.947629263586965,6.323276243357892
0.5587553842134316,1.17944440057315,0.6395579270919007,0.809212135927611,-0.05826384743640081
2.6568724604350846,1.6941326408422583,1.7041547331948643,2.2731419060839544,0.46369300031186905
0.035219998784355944,-0.19876126823596918,-0.19427419635027554,-0.10332976282017048,-0.588921769712299
0.6196304339656842,0.023094654861672614,0.18207605077433853,0.39030431128439225,-0.702551580253202
1.310088102055496,1.6962473758591612,1.4943521834034659,2.2641254874693217,0.4892780948963188
5.108151724416738,4.536458839715522,3.7836345591731613,4.564746758296475,3.8400490380383254
0.5892090752567763,0.12275764743556605,0.33024619935145516,0.3863109707568779,-0.3261176720408163
6.298408789071619,8.644550531938695,5.422956051373776,6.252867160957718,4.960732469248238
4.054286189685931,5.130141007232686,3.4755964074574157,3.3845004197076527,2.735331630123321
9.499884920342371,13.41162590194834,6.823325496839365,9.306753479444094,7.287025476976684
2.7415618294478676,1.1980842260658078,1.9909577962037992,2.2815460612625778,-0.7226989275463382
5.075876032517822,6.055364612516017,4.1899228362028715,3.9728304769077134,3.7122270432654703
3.975316323696351,2.826448610277519,4.712782736268265,4.65433185075766,2.343186571911125
0.6512889930253237,0.3652844302526669,0.48832781953877147,1.2926787605067855,-0.3404237919578341
14.015712082511401,5.262647377342494,11.271525773266518,5.722195260707991,8.32859267855851
3.9425555926592484,3.3728539804130397,4.363507427460636,2.4874093418908734,3.432312832080445
3.2364991018292795,2.9282694502905313,3.117146418298176,3.5194658955745326,2.4120155382182773
